,celltype,Moran's I,P-value,num_cell,month,sample,structure
0,InN,0.1210320112283481,8.814149498005878e-41,5599,2M,HZ2M01,BF
1,ExN,0.1107412669000569,5.326404475189362e-09,2384,2M,HZ2M01,BF
2,Olig,0.1070486816600495,2.993061740655584e-06,2004,2M,HZ2M01,BF
3,Astro,0.0780893718037882,0.0028052858798578,1306,2M,HZ2M01,BF
4,Peri,0.0676766213727147,0.0235113548904493,1445,2M,HZ2M01,BF
5,Astro,0.3105506190182088,4.2722613986633416e-21,693,2M,HZ2M01,PFC
6,ExN,0.3080161404242577,0.0,8819,2M,HZ2M01,PFC
7,Micro,0.2843293474784241,0.0032944139191447,191,2M,HZ2M01,PFC
8,Olig,0.247076915780469,2.3210182529544748e-11,533,2M,HZ2M01,PFC
9,Peri,0.2368098804909657,0.0210845186402225,149,2M,HZ2M01,PFC
10,InN,0.216136578331072,8.1390294283656e-10,1128,2M,HZ2M01,PFC
11,SMC,0.3820648423907635,0.0193690625674343,111,2M,HZ2M01,STR
12,InN,0.2703496739306674,3.51516080420289e-89,3515,2M,HZ2M01,STR
13,Astro,0.2599849811067102,1.496435747403296e-49,2839,2M,HZ2M01,STR
14,ExN,0.2167710890351558,2.0471079867825894e-42,4463,2M,HZ2M01,STR
15,Peri,0.1679840925445914,5.302759693094818e-06,1405,2M,HZ2M01,STR
16,Micro,0.1520438210388416,0.0001460199873339,796,2M,HZ2M01,STR
17,MSN,0.1376685768754377,2.311989176691551e-74,9411,2M,HZ2M01,STR
18,Endo,0.1187503964794065,0.0002515390985166,1823,2M,HZ2M01,STR
19,Olig,0.1070513287299464,2.0309441737633175e-20,6142,2M,HZ2M01,STR
20,Endo,0.5457829463531445,0.0001662963096732,261,2M,HZ2M02,BF
21,OPC,0.5166091689325985,3.82570506736e-09,520,2M,HZ2M02,BF
22,ExN,0.5125724150176779,4.079848830581848e-38,976,2M,HZ2M02,BF
23,InN,0.4769108734597372,0.0,4726,2M,HZ2M02,BF
24,Peri,0.4266670525274165,2.9110831619877743e-97,2636,2M,HZ2M02,BF
25,Astro,0.3742944723204301,3.280835782868768e-52,1628,2M,HZ2M02,BF
26,Olig,0.3140994735094192,9.17543222974938e-66,3192,2M,HZ2M02,BF
27,Micro,0.2704893644058704,0.0108902446997275,186,2M,HZ2M02,BF
28,OPC,1.8691109243689248,0.0046866696327681,22,2M,HZ2M02,ECT
29,InN,0.1900335395306391,0.0041601291317263,351,2M,HZ2M02,ECT
30,Astro,0.1196716778686893,0.0427494361602867,291,2M,HZ2M02,ECT
31,ExN,0.1130132810848506,7.940674025352303e-11,1493,2M,HZ2M02,ECT
32,ExN,0.0690304516395435,1.186869464972307e-25,9482,2M,HZ2M02,HPF
33,Astro,0.0544943376850518,0.0218025138086054,1700,2M,HZ2M02,HPF
34,Astro,0.2233379397756548,4.022783486090432e-09,646,2M,HZ2M02,RS
35,ExN,0.1805252668507874,1.3936503991559864e-45,3447,2M,HZ2M02,RS
36,InN,0.1090431281705681,3.941977601598749e-06,1537,2M,HZ2M02,RS
37,OPC,0.3295756265871065,0.0003001445668443,517,2M,HZ2M02,TH
38,InN,0.2846247241133841,6.5999270058656615e-106,4161,2M,HZ2M02,TH
39,Peri,0.274830613008533,8.498285665967152e-26,2106,2M,HZ2M02,TH
40,Endo,0.2333400719218192,0.0011964030437378,643,2M,HZ2M02,TH
41,ExN,0.1945202280075359,1.0966210212863795e-140,9891,2M,HZ2M02,TH
42,Astro,0.1411084447865161,3.9969228534981624e-13,2451,2M,HZ2M02,TH
43,Olig,0.1044699261022612,3.6739038142339815e-15,4672,2M,HZ2M02,TH
44,ExN,0.186863537436334,2.3949490421316002e-17,2188,2M,HZ2M03,BF
45,InN,0.1211867134439646,6.167729376920866e-20,3829,2M,HZ2M03,BF
46,Peri,0.1106058051734192,0.000340150128227,1645,2M,HZ2M03,BF
47,Olig,0.1005597530460989,3.148328272097469e-05,2141,2M,HZ2M03,BF
48,Peri,0.3649039284337909,0.0065100578950977,108,2M,HZ2M03,PFC
49,ExN,0.1730875238173529,7.606496715705735e-134,6610,2M,HZ2M03,PFC
50,Olig,0.1420513265111368,0.0001965094371639,444,2M,HZ2M03,PFC
51,Astro,0.1147941714919355,0.0004614622681011,629,2M,HZ2M03,PFC
52,InN,0.0774197276940665,0.0189438293155444,1032,2M,HZ2M03,PFC
53,Peri,0.1896281404682276,3.543144685522908e-07,1168,2M,HZ2M03,STR
54,InN,0.1791370751666448,3.3867196722447094e-42,3563,2M,HZ2M03,STR
55,Astro,0.1000206302445812,4.480535214848598e-08,2317,2M,HZ2M03,STR
56,Micro,0.0810170855419928,0.0466785921148242,607,2M,HZ2M03,STR
57,ExN,0.0803225208468904,6.87588388719171e-10,4995,2M,HZ2M03,STR
58,Olig,0.0689225211241123,9.256202376737151e-11,5812,2M,HZ2M03,STR
59,MSN,0.0511575099559018,1.2179936122568669e-11,8449,2M,HZ2M03,STR
60,SMC,0.8471594271574604,0.0017684796528202,58,2M,HZ2M04,BF
61,ExN,0.3195115685794537,5.169125238132427e-10,722,2M,HZ2M04,BF
62,Astro,0.2887900251002565,4.420152577567554e-32,1589,2M,HZ2M04,BF
63,Endo,0.2842797031301549,0.0036400362147601,459,2M,HZ2M04,BF
64,Micro,0.2528083779705692,0.0020710626923267,237,2M,HZ2M04,BF
65,InN,0.2507550203615241,1.379452976239145e-110,4878,2M,HZ2M04,BF
66,Peri,0.2343330924103477,2.058676899878576e-21,2030,2M,HZ2M04,BF
67,Olig,0.1112433984913794,1.0708279410063107e-09,2926,2M,HZ2M04,BF
68,ExN,0.0847054102022464,2.1328470944338115e-10,1767,2M,HZ2M04,ECT
69,Olig,0.2492459142453513,8.371158249391409e-08,884,2M,HZ2M04,HPF
70,InN,0.1943177736870827,7.459844634122957e-05,680,2M,HZ2M04,HPF
71,Peri,0.1831493877119268,3.019819961791942e-05,723,2M,HZ2M04,HPF
72,Endo,0.1321968960100436,0.0041484287800889,741,2M,HZ2M04,HPF
73,ExN,0.0997040609907351,1.982258806541749e-41,7711,2M,HZ2M04,HPF
74,Astro,0.0567689695544178,0.0003998144388228,3000,2M,HZ2M04,HPF
75,Olig,0.3583952054496022,1.0167456094622784e-08,386,2M,HZ2M04,RS
76,ExN,0.2502736096230435,8.767399414720614e-100,3628,2M,HZ2M04,RS
77,Astro,0.2135728248156548,3.267667563945747e-09,761,2M,HZ2M04,RS
78,Micro,0.2111331179002096,0.0109748158969659,194,2M,HZ2M04,RS
79,InN,0.186909517725663,4.904847912064176e-16,1558,2M,HZ2M04,RS
80,Peri,0.1845848356973542,1.5244839495629863e-09,1498,2M,HZ2M04,TH
81,ExN,0.1634529595705195,6.894847751338348e-128,10264,2M,HZ2M04,TH
82,Endo,0.162886978022185,0.0004513802002564,988,2M,HZ2M04,TH
83,Olig,0.1584858254112983,5.298385872177141e-31,4263,2M,HZ2M04,TH
84,Astro,0.148883837060417,5.6490745275948745e-11,1755,2M,HZ2M04,TH
85,InN,0.0954333021340415,5.68563680173519e-07,2128,2M,HZ2M04,TH
86,Olig,0.0651404613727861,0.044518693453959,1685,2M,HZ2M05,BF
87,InN,0.0354847776391906,0.0312531271191702,3346,2M,HZ2M05,BF
88,Olig,0.1275615839393943,0.0078186923449423,549,2M,HZ2M05,PFC
89,ExN,0.0348141930507116,1.071280228442231e-05,8004,2M,HZ2M05,PFC
90,InN,0.1780380312555733,2.2521637455274702e-23,3084,2M,HZ2M05,STR
91,Peri,0.1681993630276511,1.3698970126905478e-06,1639,2M,HZ2M05,STR
92,Astro,0.1249059999695356,1.4242366148892959e-11,2736,2M,HZ2M05,STR
93,Olig,0.0986962474118437,1.6770818810824938e-17,6816,2M,HZ2M05,STR
94,ExN,0.0801226887687451,2.6744269293758303e-05,3899,2M,HZ2M05,STR
95,MSN,0.0574136612220396,2.494133989878845e-09,7246,2M,HZ2M05,STR
96,Endo,0.585114076063651,0.0031076348947684,236,2M,HZ2M06,BF
97,Peri,0.2526832051659575,9.549723056844025e-18,1970,2M,HZ2M06,BF
98,ExN,0.2144770332229685,1.886092984149112e-05,1011,2M,HZ2M06,BF
99,Astro,0.185247800421598,4.961185594795893e-10,1410,2M,HZ2M06,BF
100,InN,0.1683088740148426,1.1255576391237755e-47,5732,2M,HZ2M06,BF
101,InN,0.1836966201829888,0.0045360040523802,326,2M,HZ2M06,ECT
102,ExN,0.1255211190501822,7.965347569776819e-17,1689,2M,HZ2M06,ECT
103,ExN,0.1059200437211632,2.1996437085695727e-27,5812,2M,HZ2M06,HPF
104,Olig,0.0975278984175015,0.0469865927211666,833,2M,HZ2M06,HPF
105,Astro,0.0349689910439414,0.047445987285785,2891,2M,HZ2M06,HPF
106,SMC,0.4018558917059981,0.0257344296988094,58,2M,HZ2M06,RS
107,Peri,0.2308659077358758,0.0305131349662326,228,2M,HZ2M06,RS
108,ExN,0.1370513312325537,5.5374564351999965e-22,3074,2M,HZ2M06,RS
109,InN,0.104796573286921,0.0001224293906449,1423,2M,HZ2M06,RS
110,Micro,0.2316758633511557,0.029701545793439,179,2M,HZ2M06,TH
111,InN,0.2253144080896157,3.642863950762068e-17,1780,2M,HZ2M06,TH
112,Astro,0.0974055649042913,9.644604503792115e-06,2098,2M,HZ2M06,TH
113,Olig,0.0941936644546828,1.0006736842932515e-08,3842,2M,HZ2M06,TH
114,ExN,0.088185254936006,5.85072784298094e-32,10214,2M,HZ2M06,TH
115,Peri,0.0797513177240942,0.0085634472895772,1644,2M,HZ2M06,TH
116,InN,0.0715529904238323,7.81417382617046e-11,4437,3M,HZ3M01,BF
117,ExN,0.0546579972592077,0.0253736681481437,1816,3M,HZ3M01,BF
118,Peri,0.2062401831716523,0.0025362472626471,488,3M,HZ3M01,PFC
119,ExN,0.1533274727047941,6.913314699643362e-88,7342,3M,HZ3M01,PFC
120,InN,0.0941912124785179,0.0001388824290115,1983,3M,HZ3M01,PFC
121,InN,0.1708103639044174,1.9272676361574575e-38,4901,3M,HZ3M01,STR
122,Peri,0.1553745227076055,7.468338386589645e-22,3871,3M,HZ3M01,STR
123,Olig,0.1031249849614812,8.308317885570795e-17,5078,3M,HZ3M01,STR
124,ExN,0.0722859566478279,4.967908472189325e-07,4783,3M,HZ3M01,STR
125,Astro,0.0611746968697229,0.0008522840588914,2900,3M,HZ3M01,STR
126,MSN,0.0258007682110859,0.0014896139041518,7405,3M,HZ3M01,STR
127,SMC,0.3325416014653511,1.5849444930537726e-05,197,3M,HZ3M02,BF
128,Peri,0.1922529012298783,4.926055061612143e-15,1947,3M,HZ3M02,BF
129,InN,0.1254363839002307,1.038077195634289e-42,6668,3M,HZ3M02,BF
130,Olig,0.0683995881570828,0.0080682918872142,1832,3M,HZ3M02,BF
131,Astro,0.0664880090474849,0.0436819961447319,937,3M,HZ3M02,BF
132,SMC,1.022135045912332,0.0009654560401372,33,3M,HZ3M02,ECT
133,Astro,0.3260294072998105,4.050011518077179e-05,306,3M,HZ3M02,ECT
134,InN,0.1603466771495265,0.006291653746212,571,3M,HZ3M02,ECT
135,ExN,0.1174143210471978,6.7605949439091565e-09,1789,3M,HZ3M02,ECT
136,Astro,0.0803790711486588,7.37474192455765e-05,1916,3M,HZ3M02,HPF
137,Olig,0.0780561265321478,0.028359447819815,1086,3M,HZ3M02,HPF
138,Peri,0.0712491100715611,0.0084617070630484,1304,3M,HZ3M02,HPF
139,ExN,0.0567668345352655,2.0398230678254192e-15,7523,3M,HZ3M02,HPF
140,InN,0.0934101693794071,0.0015678762182417,1425,3M,HZ3M02,RS
141,Olig,0.0706302647187337,0.018975149842784,1140,3M,HZ3M02,RS
142,ExN,0.0367718856542945,0.0058821434470306,3336,3M,HZ3M02,RS
143,ExN,0.3579805953575354,0.0,8255,3M,HZ3M02,TH
144,InN,0.2477376842933046,1.7727250979329173e-59,4021,3M,HZ3M02,TH
145,Peri,0.1660970752261169,8.102330154689542e-23,3151,3M,HZ3M02,TH
146,Astro,0.1095175359227864,9.160477239550753e-08,1919,3M,HZ3M02,TH
147,MSN,0.1044518460206473,0.0253788814391669,1090,3M,HZ3M02,TH
148,Olig,0.0840230730439006,5.1052613010568916e-14,5441,3M,HZ3M02,TH
149,Peri,0.1179728487200043,4.7411260218276485e-07,2110,3M,HZ3M03,BF
150,Astro,0.0907736271369128,0.0217965912900188,944,3M,HZ3M03,BF
151,InN,0.0889071939843716,6.165603782819613e-16,5337,3M,HZ3M03,BF
152,Olig,0.0688098430356718,0.0088695070922261,2113,3M,HZ3M03,BF
153,Endo,-0.7776659874647566,0.0429059213402289,82,3M,HZ3M03,BF
154,ExN,0.0518367664123838,2.368834266060523e-12,8588,3M,HZ3M03,PFC
155,InN,0.3437729012841498,7.196746773703822e-148,4898,3M,HZ3M03,STR
156,Peri,0.3152592131844274,1.833265850802557e-92,4461,3M,HZ3M03,STR
157,Endo,0.2687889335001084,0.0012135703573429,643,3M,HZ3M03,STR
158,ExN,0.2579226583039266,4.388324391476156e-79,5477,3M,HZ3M03,STR
159,Astro,0.2436192674417431,5.118182464649733e-43,3282,3M,HZ3M03,STR
160,Olig,0.1235113785874777,2.2266353301422363e-30,6428,3M,HZ3M03,STR
161,Micro,0.1229220212747658,0.000431134556241,904,3M,HZ3M03,STR
162,MSN,0.0403185974534909,2.688758954176809e-09,10476,3M,HZ3M03,STR
163,Endo,0.4956004774149813,0.044623161287311,163,3M,HZ3M04,BF
164,ExN,0.3020889724384315,7.008456610313118e-11,959,3M,HZ3M04,BF
165,InN,0.2427435758515696,1.1739644143876583e-114,5747,3M,HZ3M04,BF
166,Peri,0.1508841108968562,1.8161714526630999e-12,2661,3M,HZ3M04,BF
167,Astro,0.12605017953068,0.000702713298509,1069,3M,HZ3M04,BF
168,Micro,0.0798334080888306,0.0492638625904184,386,3M,HZ3M04,BF
169,Olig,0.0755968227507435,0.0001766589482478,3010,3M,HZ3M04,BF
170,Peri,0.2743094142228988,0.0035148513711913,203,3M,HZ3M04,ECT
171,Astro,0.2420859443700595,0.0124719977729221,225,3M,HZ3M04,ECT
172,InN,0.1488643072448635,0.0005630387038732,745,3M,HZ3M04,ECT
173,ExN,0.0887304760551875,7.88170151103834e-08,2039,3M,HZ3M04,ECT
174,OPC,0.2818047935268924,0.0163759233157439,292,3M,HZ3M04,HPF
175,ExN,0.107521006588868,1.21410408897089e-46,8476,3M,HZ3M04,HPF
176,SMC,0.5932910067249545,0.032149997941803,56,3M,HZ3M04,RS
177,Astro,0.1765162952020544,0.000792470882443,622,3M,HZ3M04,RS
178,ExN,0.0417888422684896,0.0076149216275557,3335,3M,HZ3M04,RS
179,Micro,0.1522127874967946,0.002892053491118,416,3M,HZ3M04,TH
180,InN,0.0689315757390808,0.0001794111175901,3182,3M,HZ3M04,TH
181,ExN,0.0363226877832252,9.109528362740304e-06,9122,3M,HZ3M04,TH
182,SMC,0.5965020929556982,0.0090514861683573,120,3M,HZ3M05,BF
183,InN,0.3336926761545846,3.3100634748774343e-252,6184,3M,HZ3M05,BF
184,Peri,0.2529928227673904,6.0518340401097345e-27,1967,3M,HZ3M05,BF
185,OPC,0.1987387803612082,0.0218388135824365,386,3M,HZ3M05,BF
186,ExN,0.1910176561822852,2.750243815438768e-20,2764,3M,HZ3M05,BF
187,Astro,0.1844643905658112,3.5097534338914675e-14,1340,3M,HZ3M05,BF
188,Olig,0.1306637968047656,6.937930310164343e-11,2654,3M,HZ3M05,BF
189,Micro,0.1205343859855666,0.0153965297306421,468,3M,HZ3M05,PFC
190,Peri,0.1035408546180525,0.0054465437173833,1029,3M,HZ3M05,PFC
191,ExN,0.0528830127790576,2.165734632476613e-11,8595,3M,HZ3M05,PFC
192,InN,0.1631817382467076,2.3623636950090995e-43,5817,3M,HZ3M05,STR
193,Astro,0.141717133485228,2.5973331892599033e-26,3614,3M,HZ3M05,STR
194,Peri,0.1141820977012877,4.158486512837695e-15,4440,3M,HZ3M05,STR
195,Micro,0.0718209087852017,0.0289956889237579,914,3M,HZ3M05,STR
196,MSN,0.0715168827524206,1.0068161233843128e-30,11928,3M,HZ3M05,STR
197,ExN,0.0680384843181165,2.231801568707607e-06,5373,3M,HZ3M05,STR
198,Olig,0.0588959964116091,1.476872388691792e-07,5764,3M,HZ3M05,STR
199,SMC,0.4449246319666321,1.7081236292563988e-05,203,3M,HZ3M06,BF
200,InN,0.2530303220740631,1.006128060255424e-187,7592,3M,HZ3M06,BF
201,OPC,0.2170678987198099,0.0064745509133676,442,3M,HZ3M06,BF
202,Peri,0.1990325887022709,2.3925044252666214e-29,3229,3M,HZ3M06,BF
203,ExN,0.1743031842609622,3.2363757532846067e-09,1780,3M,HZ3M06,BF
204,Astro,0.0815354771952231,0.002328895395548,1430,3M,HZ3M06,BF
205,ExN,0.0564098384932794,0.0001140589595351,2391,3M,HZ3M06,ECT
206,SMC,0.3928322823879777,0.001294890568909,219,3M,HZ3M06,HPF
207,InN,0.2061192820015834,2.0604208680398315e-09,1278,3M,HZ3M06,HPF
208,Peri,0.1527431731750111,9.62572456935882e-08,1547,3M,HZ3M06,HPF
209,ExN,0.125372361269594,3.236476213184463e-68,8955,3M,HZ3M06,HPF
210,Olig,0.0880777611714442,2.213135867471001e-05,2400,3M,HZ3M06,HPF
211,Astro,0.0580101606091182,0.0076242999877798,2226,3M,HZ3M06,HPF
212,SMC,0.4454723711091636,0.000426487547909,114,3M,HZ3M06,RS
213,ExN,0.1392340297646958,2.088995865723252e-21,3417,3M,HZ3M06,RS
214,Astro,0.1323187481004528,0.0004689044397897,742,3M,HZ3M06,RS
215,Micro,0.1104131853602908,0.0253444511253627,329,3M,HZ3M06,RS
216,InN,0.1103009530641411,0.0001736014099867,1471,3M,HZ3M06,RS
217,ExN,0.159057974423788,1.2304828951037445e-73,8052,3M,HZ3M06,TH
218,InN,0.1151885186405732,3.764603628236586e-07,2525,3M,HZ3M06,TH
219,Olig,0.1145455114351491,4.818298587428863e-18,4848,3M,HZ3M06,TH
220,Micro,0.1080208606013107,0.0478058606444824,374,3M,HZ3M06,TH
221,Peri,0.0930058125300896,0.0003501336041894,2082,3M,HZ3M06,TH
222,Endo,0.2373560198658267,3.364950499910558e-06,501,4M,HZ4M03,BF
223,InN,0.0724416801801305,2.061279571825957e-11,4469,4M,HZ4M03,BF
224,Astro,0.0595425385385243,0.0003161682809883,2617,4M,HZ4M03,BF
225,ExN,0.0322377724095939,1.2785553672900985e-07,9668,4M,HZ4M03,PFC
226,Endo,0.24125011401566,1.980775801517967e-06,1277,4M,HZ4M03,STR
227,InN,0.1555952475543993,2.4545306090336213e-27,5218,4M,HZ4M03,STR
228,Astro,0.1150146765650842,1.353678527989577e-23,6480,4M,HZ4M03,STR
229,Micro,0.1047282364419352,2.255481219856421e-05,2377,4M,HZ4M03,STR
230,Peri,0.0891223609896024,0.0023709384402219,2269,4M,HZ4M03,STR
231,MSN,0.0773839251741466,3.9769982204456753e-19,8370,4M,HZ4M03,STR
232,ExN,0.075619230400027,6.742092690532274e-12,7447,4M,HZ4M03,STR
233,Olig,0.0515065545235856,1.6359794048035383e-09,9658,4M,HZ4M03,STR
234,Micro,0.19771841740131,0.0063338314012015,364,4M,HZ4M05,BF
235,Astro,0.0859019647240632,0.0348986648504593,850,4M,HZ4M05,BF
236,OPC,0.6398451064619652,0.0008370684243591,173,4M,HZ4M05,PFC
237,SMC,0.4485942391198019,7.501703396631765e-05,266,4M,HZ4M05,PFC
238,Micro,0.2864092894318988,6.357503071614832e-15,855,4M,HZ4M05,PFC
239,ExN,0.1941749158853048,1.6587360350959543e-125,7778,4M,HZ4M05,PFC
240,Astro,0.1679822410893514,5.384545428416886e-11,1585,4M,HZ4M05,PFC
241,InN,0.1550391131224494,7.041503894283161e-13,2575,4M,HZ4M05,PFC
242,Olig,0.1369252398198282,0.0001584905565142,1147,4M,HZ4M05,PFC
243,Peri,0.1206221936650507,0.0363155093975781,688,4M,HZ4M05,PFC
244,Peri,0.1427313741317644,7.555257794611109e-11,2794,4M,HZ4M05,STR
245,InN,0.1326870466352303,1.8804690881399415e-15,3860,4M,HZ4M05,STR
246,Micro,0.1027501934144828,0.0002122576024728,1596,4M,HZ4M05,STR
247,ExN,0.0810032832775338,5.110669563807268e-06,3882,4M,HZ4M05,STR
248,Astro,0.0738455148553169,8.850242105865004e-06,3588,4M,HZ4M05,STR
249,Olig,0.0705817290682147,1.9387140371567276e-11,6781,4M,HZ4M05,STR
250,Olig,0.1260301239803535,1.123855427654408e-12,3535,4M,HZ4MP101,BF
251,Astro,0.0814179794906408,3.709566402517881e-06,2813,4M,HZ4MP101,BF
